close_date,open,high,low,close,volume,bull_7_0.10,bear_7_0.10,bull_7_0.15,bear_7_0.15,bull_7_0.20,bear_7_0.20,bull_7_0.25,bear_7_0.25,bull_7_0.30,bear_7_0.30,bull_8_0.10,bear_8_0.10,bull_8_0.15,bear_8_0.15,bull_8_0.20,bear_8_0.20,bull_8_0.25,bear_8_0.25,bull_8_0.30,bear_8_0.30,bull_9_0.10,bear_9_0.10,bull_9_0.15,bear_9_0.15,bull_9_0.20,bear_9_0.20,bull_9_0.25,bear_9_0.25,bull_9_0.30,bear_9_0.30,bull_10_0.10,bear_10_0.10,bull_10_0.15,bear_10_0.15,bull_10_0.20,bear_10_0.20,bull_10_0.25,bear_10_0.25,bull_10_0.30,bear_10_0.30,bull_11_0.10,bear_11_0.10,bull_11_0.15,bear_11_0.15,bull_11_0.20,bear_11_0.20,bull_11_0.25,bear_11_0.25,bull_11_0.30,bear_11_0.30,bull_12_0.10,bear_12_0.10,bull_12_0.15,bear_12_0.15,bull_12_0.20,bear_12_0.20,bull_12_0.25,bear_12_0.25,bull_12_0.30,bear_12_0.30,bull_13_0.10,bear_13_0.10,bull_13_0.15,bear_13_0.15,bull_13_0.20,bear_13_0.20,bull_13_0.25,bear_13_0.25,bull_13_0.30,bear_13_0.30,bull_14_0.10,bear_14_0.10,bull_14_0.15,bear_14_0.15,bull_14_0.20,bear_14_0.20,bull_14_0.25,bear_14_0.25,bull_14_0.30,bear_14_0.30
2018-04-23,8785.7,9759.82,8651.62,9419.0,306668.07214,11.2223,80.4465,9.7394,77.7403,8.3491,74.9487,7.0432,72.0674,5.814,69.0922,6.9453,86.225,5.5073,83.7012,4.7502,80.9225,4.1009,78.0272,3.5042,75.0079,9.5088,79.2649,7.4602,76.1317,5.5307,72.8728,3.7103,69.1897,1.9898,65.4531,7.4219,82.9194,5.6783,79.8205,4.0664,76.4923,2.5719,72.9084,1.1823,69.0178,6.3452,84.5158,4.7306,80.8005,3.2755,76.1299,1.9575,71.1654,0.7579,65.8786,4.6552,87.5538,3.2099,84.0786,1.9064,79.89,0.7249,75.3465,0.1517,70.4009,3.8972,89.4723,2.7073,86.2801,1.6415,82.4715,0.6815,78.2419,0.0,73.5173,4.5068,83.6074,2.8478,79.1333,1.7317,73.9288,0.8317,68.2383,0.2304,61.9146
2018-04-30,9417.04,10020.0,8800.49,9659.01,222274.38854,22.7615,64.8911,20.1612,61.4649,17.6705,58.0458,15.2828,54.634,12.9918,51.2294,14.2131,76.3382,12.0921,73.3709,10.6116,70.2674,9.2709,67.1326,8.0173,63.9659,9.9602,81.2901,8.527,78.741,7.1943,76.0431,5.9518,72.8189,4.7908,69.4846,12.2588,75.7288,9.8181,72.2531,7.5028,68.6587,5.3034,64.9395,3.2115,61.0778,9.95,79.0469,7.7891,75.4323,5.7866,71.5475,3.9257,67.361,2.1919,62.836,8.4932,79.7304,6.2377,75.155,4.1839,69.9653,2.3057,64.5059,1.1748,58.7551,6.81,83.2525,4.9789,79.0646,3.3278,74.2763,1.8314,69.0896,0.6877,63.4526,5.8671,84.6968,4.2712,80.8873,2.8453,76.3055,1.6453,71.1891,0.7604,65.3318
2018-05-07,9661.02,9689.67,8153.0,8679.71,224151.298751,26.1768,59.5619,23.1422,55.6858,20.2465,51.8274,17.4803,48.0349,14.8351,44.4,17.3744,70.887,14.7603,67.2826,12.8958,63.5555,11.2177,59.7492,9.6617,55.9175,10.8017,79.8866,9.2562,77.2055,7.8163,74.3831,6.4717,71.0498,5.2132,67.5387,7.9223,83.9029,6.5097,81.2181,5.2067,78.3314,4.0011,75.2194,2.8823,71.8292,10.6477,78.0988,8.3747,74.5116,6.2491,70.7152,4.2569,66.6906,2.3859,62.2961,8.6015,80.0422,6.352,76.1698,4.282,71.8814,2.3707,67.1859,1.2126,62.0145,7.9204,80.2938,5.7781,75.3839,3.8543,69.82,2.1173,63.8204,0.7932,57.3321,6.7184,82.3219,4.8811,77.9111,3.2458,72.6464,1.8734,66.7842,0.864,60.1416
2018-05-14,8679.71,8879.99,7911.9,8526.98,182713.826012,38.7282,40.8569,34.1363,35.8259,29.78,30.9588,25.6417,26.8061,21.7052,22.958,19.8319,66.5531,16.8238,62.4404,14.6443,58.224,12.6929,53.9701,10.896,49.7675,12.9583,75.7286,11.0627,72.4552,9.3095,68.9994,7.6831,65.0355,6.1703,60.9254,8.5195,83.0352,7.0265,80.3309,5.6395,77.4614,4.3475,74.411,3.1412,71.1369,6.4489,86.4432,5.1667,83.7918,3.9965,80.8756,2.9242,77.6527,1.9381,73.8009,9.0721,79.4254,6.7303,75.6144,4.5563,71.4573,2.5325,66.9817,1.299,62.1413,7.9272,80.9501,5.8169,77.112,3.9008,72.5395,2.1531,67.4085,0.8101,61.6101,7.6846,79.6676,5.5749,74.6188,3.7023,68.6592,2.1338,62.0666,0.9822,54.7062
2018-05-21,8526.97,8595.31,7231.11,7338.99,190894.600939,42.6335,37.7325,37.9173,33.258,33.3638,29.0428,28.9647,25.6558,24.7124,22.5875,24.0155,59.5214,20.3754,54.7384,17.6664,49.9316,15.2528,45.2058,13.0469,40.7055,13.1145,75.6893,11.2193,72.4917,9.4594,69.1362,7.8208,65.2979,6.2914,61.3374,9.1616,81.9141,7.566,79.0936,6.0799,76.1189,4.6924,72.9772,3.394,69.6294,6.3684,87.0241,5.1342,84.6307,3.9942,82.0491,2.938,79.2562,1.9568,75.9538,4.9798,89.3415,3.8959,87.0926,2.9099,84.5002,2.0092,81.5962,1.183,78.3008,7.7691,81.9507,5.7384,78.5471,3.8712,74.5538,2.1485,70.1794,0.8124,65.3667,7.197,82.4698,5.2697,78.9429,3.5287,74.5403,2.0492,69.5116,0.9498,63.5954
2018-05-28,7338.99,7786.69,7032.95,7714.26,211929.270766,37.654,46.6426,33.8592,42.5802,30.1148,38.4852,26.4198,34.7369,22.7732,31.1353,29.9062,50.4072,25.4658,45.0857,22.0275,39.9235,18.9687,35.0641,16.187,30.7032,16.7798,68.5707,14.2629,64.3495,11.9544,59.8976,9.8294,55.0608,7.867,50.2085,9.8281,80.6565,8.1173,77.6704,6.5235,74.53,5.0352,71.2229,3.6422,67.7122,7.1175,85.638,5.7478,83.057,4.4786,80.2961,3.2991,77.3359,2.2002,73.8826,5.0872,89.3379,3.9961,87.1761,2.9958,84.7162,2.0755,82.0041,1.2259,78.9792,4.0656,90.7571,3.1078,88.8131,2.2447,86.2292,1.4629,83.277,0.7656,79.8717,7.2388,82.8181,5.3263,79.5395,3.5826,75.4946,2.0888,70.9646,0.9716,65.8836
2018-06-04,7714.26,7765.0,6622.81,6764.99,211352.737478,25.3739,63.2765,22.8786,60.0392,20.5007,56.6015,18.2323,52.9049,16.0659,49.1755,24.1003,61.4654,20.6952,57.6386,18.1421,53.718,15.8224,49.7027,13.6607,45.7052,18.1636,66.4179,15.4582,62.0529,12.971,57.4853,10.6765,52.6269,8.5532,47.8321,11.2292,77.8716,9.2613,74.4745,7.4331,70.9074,5.7303,67.157,4.1403,63.189,7.1379,85.8151,5.7826,83.3402,4.5189,80.717,3.3379,77.9319,2.2318,74.6975,5.3182,89.0372,4.1913,86.887,3.1517,84.4666,2.1896,81.8318,1.2966,78.9333,3.9647,91.3323,3.0532,89.643,2.2201,87.4251,1.4558,84.9642,0.7662,82.2179,3.2143,92.0202,2.3398,90.3635,1.5536,87.9475,0.9398,85.1351,0.6149,81.8607
2018-06-11,6765.0,6922.0,6118.68,6449.61,234080.841171,11.2754,82.13,9.9432,80.0703,8.7094,77.7414,7.5636,74.5751,6.4967,71.2232,18.3163,72.6275,16.3694,69.9822,14.5287,67.1524,12.7856,64.0103,11.1327,60.5664,15.5475,71.9931,13.3483,68.5673,11.292,65.0319,9.3651,61.3816,7.5557,57.5557,11.9727,76.4716,9.8744,72.8964,7.9251,69.1525,6.1094,65.2278,4.4142,61.091,7.943,84.1489,6.4272,81.3834,5.0171,78.4522,3.7022,75.3401,2.473,71.7622,5.3264,89.2709,4.2174,87.2551,3.1851,85.014,2.2217,82.6117,1.3206,80.0109,4.0897,91.1882,3.1585,89.5208,2.3027,87.3449,1.5135,84.9577,0.7983,82.3268,3.1135,92.5467,2.2819,91.1098,1.5246,89.0259,0.9275,86.6647,0.6099,84.0019
2018-06-18,6444.06,6841.74,5750.0,6136.97,234147.621015,0.0,100.0,0.0,100.0,0.0,99.9033,0.0,98.5763,0.0,97.0959,8.5072,86.6435,7.5312,85.1229,6.6284,83.4391,5.7908,81.3228,5.0118,78.6591,12.8755,79.0313,11.1273,76.6793,9.4716,74.1694,7.9013,71.4851,6.4099,68.4813,10.6279,79.5188,8.8121,76.5093,7.1078,73.3858,5.505,70.1418,3.9949,66.77,8.3714,83.3402,6.7766,80.4616,5.2919,77.4195,3.9063,74.1997,2.6102,70.5225,5.811,88.2824,4.6001,86.0885,3.4734,83.6553,2.4224,81.0514,1.4396,78.2383,4.0712,91.4089,3.1573,89.8491,2.3107,87.8246,1.5242,85.6348,0.8066,83.2586,3.185,92.5359,2.344,91.1585,1.5719,89.1697,0.9595,86.9514,0.6329,84.4946
2018-06-25,6137.95,6528.99,5780.0,6356.81,207746.559006,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.5814,0.0,98.4685,6.6997,89.2616,5.8884,87.9923,5.1384,86.5855,4.4431,85.0174,3.7967,83.0138,9.5507,83.0106,7.95,80.8398,6.4362,78.5189,5.0022,76.0314,3.642,73.3591,7.9349,84.3791,6.439,81.7243,5.0398,78.9327,3.7281,75.9934,2.4961,72.6249,6.2942,87.255,4.9784,84.8634,3.7561,82.2127,2.6176,79.375,1.5546,76.3096,4.519,90.4778,3.5056,88.7586,2.5663,86.5411,1.6932,84.1515,0.8962,81.5691,3.2327,92.5325,2.3859,91.1949,1.6042,89.2682,0.9816,87.1411,0.6488,84.8123
