close_date,open,high,low,close,volume,bull_7_0.10,bear_7_0.10,bull_7_0.15,bear_7_0.15,bull_7_0.20,bear_7_0.20,bull_7_0.25,bear_7_0.25,bull_7_0.30,bear_7_0.30,bull_8_0.10,bear_8_0.10,bull_8_0.15,bear_8_0.15,bull_8_0.20,bear_8_0.20,bull_8_0.25,bear_8_0.25,bull_8_0.30,bear_8_0.30,bull_9_0.10,bear_9_0.10,bull_9_0.15,bear_9_0.15,bull_9_0.20,bear_9_0.20,bull_9_0.25,bear_9_0.25,bull_9_0.30,bear_9_0.30,bull_10_0.10,bear_10_0.10,bull_10_0.15,bear_10_0.15,bull_10_0.20,bear_10_0.20,bull_10_0.25,bear_10_0.25,bull_10_0.30,bear_10_0.30,bull_11_0.10,bear_11_0.10,bull_11_0.15,bear_11_0.15,bull_11_0.20,bear_11_0.20,bull_11_0.25,bear_11_0.25,bull_11_0.30,bear_11_0.30,bull_12_0.10,bear_12_0.10,bull_12_0.15,bear_12_0.15,bull_12_0.20,bear_12_0.20,bull_12_0.25,bear_12_0.25,bull_12_0.30,bear_12_0.30,bull_13_0.10,bear_13_0.10,bull_13_0.15,bear_13_0.15,bull_13_0.20,bear_13_0.20,bull_13_0.25,bear_13_0.25,bull_13_0.30,bear_13_0.30,bull_14_0.10,bear_14_0.10,bull_14_0.15,bear_14_0.15,bull_14_0.20,bear_14_0.20,bull_14_0.25,bear_14_0.25,bull_14_0.30,bear_14_0.30,nw_upper,nw_lower
2017-10-23,293.78,310.0,272.2,305.0,62381.73012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.3255,-172.6642
2017-10-30,305.0,316.0,274.73,295.53,62514.42916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.4802,-150.5096
2017-11-06,295.19,329.0,281.01,305.24,91617.71857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.1114,-126.8784
2017-11-13,304.0,373.56,303.7,354.15,114805.04703,63.3842,21.2241,59.2403,18.1876,55.041,15.6227,50.8857,13.2387,46.9693,11.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.8977,-102.0921
2017-11-20,355.15,484.47,350.02,462.84,161563.3564,82.4569,10.1241,80.3518,8.7537,78.2157,7.6176,76.0476,6.5346,73.8469,5.5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.4263,-76.5635
2017-11-27,462.84,515.0,385.0,460.3,227584.5006,86.1311,7.8166,84.3532,6.7358,82.5222,5.8484,80.6356,5.0063,78.6908,4.206,88.0526,6.1759,86.3477,5.2077,84.5904,4.3279,82.7784,3.4906,80.9092,2.6929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.2027,-50.787
2017-12-04,460.3,488.0,375.01,427.35,246454.47236,93.4345,2.728,92.1491,2.2132,90.7759,1.8717,89.3054,1.5549,87.727,1.2603,88.541,5.7906,86.8214,4.8605,85.0259,4.022,83.1491,3.2307,81.1856,2.4828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.6685,-25.3212
2017-12-11,427.35,747.6,427.35,707.64,305806.30833,97.5237,1.3913,97.1124,1.2026,96.6717,1.0252,96.1983,0.8581,95.6884,0.7005,96.7137,1.2423,96.0369,0.998,95.3214,0.7914,94.5636,0.5964,93.7598,0.4121,95.0316,2.363,94.0633,1.9154,93.0524,1.4903,91.9961,1.086,90.8912,0.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.2261,-0.7637
2017-12-18,707.62,864.9,504.99,658.0,594909.64588,99.8374,0.0,99.7107,0.0,99.5731,0.0,99.423,0.0,99.2586,0.0,98.0941,0.9386,97.7341,0.7687,97.3477,0.6089,96.9321,0.4584,96.4838,0.3164,98.1047,0.7308,97.5647,0.5832,96.9913,0.4443,96.3814,0.3134,95.7314,0.1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.2691,22.2794
2017-12-25,659.4,766.05,599.99,733.98,479152.58214,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.8628,0.0,99.759,0.0,99.6465,0.0,99.5243,0.0,99.391,0.0,98.8089,0.5772,98.5256,0.4605,98.2217,0.3508,97.8951,0.2474,97.5431,0.1498,98.1815,0.6319,97.7383,0.5047,97.267,0.3849,96.7646,0.2719,96.228,0.1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.2167,43.227
2018-01-01,733.01,1125.0,716.8,1123.09,593710.08794,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.9567,0.0,99.8744,0.0,99.7863,0.0,99.6919,0.0,99.5905,0.0,99.0878,0.4246,98.9009,0.3402,98.7022,0.2602,98.4905,0.1843,98.2646,0.1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.5475,61.5577
2018-01-08,1123.09,1440.0,910.0,1347.0,900313.84206,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.9286,0.0,99.8742,0.0,99.8164,0.0,99.7547,0.0,99.6887,0.0,99.3227,0.2951,99.1812,0.2319,99.0313,0.1718,98.8723,0.1147,98.7034,0.0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.8308,76.8411
2018-01-15,1347.99,1383.13,755.0,1049.0,1610343.15922,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.9152,0.0,99.861,0.0,99.8029,0.0,99.7406,0.0,99.6735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.7524,88.7627
2018-01-22,1049.0,1277.0,908.0,1251.96,984564.6015,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.8926,0.0,99.8419,0.0,99.7875,0.0,99.7291,0.0,99.6662,0.0,,,,,,,,,,,,,,,,,,,,,1364.1311,97.1414
2018-01-29,1251.96,1258.89,783.67,823.56,1288157.7921,90.2762,5.8404,89.1283,5.0149,87.8933,4.2373,86.5612,3.5037,85.1199,2.8104,93.3874,3.6245,92.5108,2.9847,91.5712,2.3806,90.5616,1.8093,89.4739,1.2682,94.9276,2.1472,94.0751,1.517,93.1641,0.9207,92.1885,0.3556,91.141,0.0,96.3438,0.9999,95.5753,0.4237,94.757,0.0,93.8837,0.0,92.9497,0.0,97.5305,0.0982,96.8497,0.0,96.1272,0.0,95.3591,0.0,94.5409,0.0,98.4021,0.0,97.7568,0.0,97.0737,0.0,96.3495,0.0,95.5804,0.0,,,,,,,,,,,,,,,,,,,,,1368.9259,101.9362
2018-02-05,821.6,911.2,570.1,808.99,1880969.80396,82.1311,11.0265,80.2104,9.499,78.1931,8.0355,76.0715,6.632,73.8374,5.2851,86.6446,7.383,84.9533,6.0608,83.1697,4.7979,81.2861,3.5903,79.2938,2.4344,90.5518,4.3083,89.1062,3.163,87.5865,2.0665,85.9868,1.0156,84.3007,0.1918,92.73,2.2236,91.3165,1.0947,89.8332,0.1396,88.2749,0.0,86.6356,0.0,94.7971,0.5088,93.4867,0.0,92.1137,0.0,90.6735,0.0,89.1611,0.0,96.5414,0.0,95.327,0.0,94.0575,0.0,92.7292,0.0,91.3378,0.0,97.9112,0.0,96.7319,0.0,95.5017,0.0,94.2173,0.0,92.8751,0.0,,,,,,,,,,,1370.2321,103.2424
2018-02-12,808.58,978.5,807.46,911.0,945634.50225,78.9691,12.1475,76.4028,10.4252,73.7588,8.7871,71.0337,7.2274,68.2237,5.7405,84.8193,7.9369,82.514,6.4936,80.1243,5.124,77.6456,3.8226,75.0727,2.5844,89.2533,4.7605,87.1214,3.4795,84.9071,2.2637,82.6058,1.1081,80.212,0.2083,92.6256,2.2249,91.1576,1.092,89.2502,0.1389,87.2233,0.0,85.1184,0.0,94.651,0.5143,93.272,0.0,91.7719,0.0,89.7752,0.0,87.7041,0.0,96.4368,0.0,95.1616,0.0,93.8149,0.0,92.3136,0.0,90.3436,0.0,97.9224,0.0,96.735,0.0,95.4851,0.0,94.1677,0.0,92.6809,0.0,,,,,,,,,,,1368.268,101.2783
2018-02-19,911.0,961.0,785.99,841.19,817168.83052,66.7456,19.2271,63.05,16.1758,59.352,13.2219,55.6516,10.3608,51.9488,7.8702,79.7341,10.4157,76.8435,8.3119,73.9051,6.2873,70.9177,4.3374,67.8801,2.8808,85.5295,6.0906,82.8254,4.2261,80.064,2.4735,77.2437,1.2063,74.3623,0.226,89.5821,2.7689,87.454,1.2228,84.8851,0.1547,82.2076,0.0,79.4646,0.0,93.1319,0.5251,91.3038,0.0,89.3534,0.0,86.9392,0.0,84.4657,0.0,95.3092,0.0,93.5178,0.0,91.6468,0.0,89.6177,0.0,87.146,0.0,97.3038,0.0,95.5929,0.0,93.8094,0.0,91.9485,0.0,89.9135,0.0,99.0946,0.0,97.4887,0.0,95.8186,0.0,94.0803,0.0,92.2697,0.0,1363.3523,96.3625
2018-02-26,841.46,897.49,833.0,866.66,339146.17952,43.8399,34.2551,39.0202,28.5348,34.4729,23.2694,30.1756,18.2262,26.1082,13.7695,70.5693,14.1927,66.4896,11.2641,62.4611,8.4757,58.4829,5.8177,54.5541,3.8339,82.5336,6.7687,79.2209,4.6827,75.9,2.7327,72.5709,1.3278,69.2334,0.2478,87.7296,2.999,85.0253,1.3202,81.9049,0.1665,78.7138,0.0,75.4971,0.0,91.791,0.5812,89.3198,0.0,86.7211,0.0,83.6579,0.0,80.5596,0.0,95.1645,0.0,92.9562,0.0,90.6727,0.0,88.2396,0.0,85.391,0.0,97.2106,0.0,95.267,0.0,92.991,0.0,90.6404,0.0,88.1224,0.0,99.0607,0.0,97.383,0.0,95.3849,0.0,93.1332,0.0,90.8101,0.0,1355.8755,88.8858
2018-03-05,866.61,871.75,640.0,720.85,518077.34039,28.5568,54.3731,25.4754,48.7741,22.7092,42.8418,20.2122,36.6912,17.9469,30.5909,43.8599,34.7963,39.1861,29.5477,34.8121,24.4071,30.7099,19.3713,26.855,15.1063,68.7796,15.7902,64.6001,12.4179,60.5331,9.1887,56.5742,6.5849,52.7192,4.401,80.1536,8.1706,76.9524,5.8224,73.4636,4.0004,69.976,3.2018,66.5246,2.6288,85.5102,4.6128,82.5487,3.4388,79.4961,2.8836,76.0978,2.3795,72.7141,1.9197,89.6445,3.1415,86.8542,2.6293,84.002,2.1631,81.0264,1.737,77.7201,1.3461,93.0218,2.389,90.6982,1.9756,88.0877,1.5963,85.4216,1.247,82.6251,0.9243,95.2555,1.8517,93.1112,1.4489,90.6745,1.0779,88.0177,0.7351,85.3067,0.4173,1346.269,79.2792
2018-03-12,721.0,740.5,450.0,537.0,689358.91685,0.0,97.6233,0.0,95.6327,0.0,92.1602,0.0,88.0893,0.0,82.8517,25.1689,59.721,22.4845,54.8211,20.0623,49.7358,17.8657,44.4543,15.8646,39.1924,39.5425,41.6285,35.5307,36.6824,31.8035,31.7299,28.3317,27.1454,25.0898,22.9304,62.4123,22.52,58.6287,19.0737,54.8376,16.0758,51.1747,14.047,47.6448,12.3319,73.9371,14.2795,70.6969,12.3538,67.4327,10.9943,64.0211,9.7433,60.6808,8.5883,79.3327,11.2927,76.2445,10.0725,73.1356,8.9482,69.9693,7.909,66.6381,6.9455,83.4524,9.4446,80.6651,8.4074,77.67,7.4484,74.6492,6.559,71.5552,5.7318,87.3088,7.6856,84.8683,6.7958,82.2097,5.9677,79.3994,5.195,76.5631,4.4724,1334.9717,67.982
2018-03-19,537.39,590.52,506.71,523.74,814381.08669,0.0,97.8558,0.0,96.1236,0.0,93.1487,0.0,89.7644,0.0,85.4939,0.0,96.2128,0.0,93.0967,0.0,89.6192,0.0,85.7138,0.0,80.4076,23.743,61.3376,21.2379,56.6529,18.9898,51.6876,16.9612,46.5046,15.1214,41.3115,37.7008,44.4577,33.777,39.6544,30.311,35.0123,27.1339,31.0594,24.1888,27.5249,58.775,26.3845,55.0621,23.3819,51.4278,20.9234,47.9031,18.6436,44.5364,16.5235,69.9535,18.7935,66.6462,16.9197,63.3692,15.1719,60.1043,13.5379,56.8193,12.0068,75.1214,15.8018,72.0572,14.2155,68.874,12.7332,65.7067,11.3451,62.5287,10.0423,79.3105,13.4541,76.4677,12.0501,73.4704,10.7343,70.3835,9.4985,67.3038,8.3357,1322.4016,55.4118
