close_date,open,high,low,close,volume,bull_7_0.10,bear_7_0.10,bull_7_0.15,bear_7_0.15,bull_7_0.20,bear_7_0.20,bull_7_0.25,bear_7_0.25,bull_8_0.10,bear_8_0.10,bull_8_0.15,bear_8_0.15,bull_8_0.20,bear_8_0.20,bull_8_0.25,bear_8_0.25,bull_9_0.10,bear_9_0.10,bull_9_0.15,bear_9_0.15,bull_9_0.20,bear_9_0.20,bull_9_0.25,bear_9_0.25,bull_10_0.10,bear_10_0.10,bull_10_0.15,bear_10_0.15,bull_10_0.20,bear_10_0.20,bull_10_0.25,bear_10_0.25
2018-03-26,8470.14,8514.89,6430.0,6813.01,308729.492031,8.5383,84.7714,7.2777,81.2299,6.1313,77.5265,5.0844,73.6498,5.1426,90.0329,4.2091,88.2586,3.3563,85.3998,2.5742,82.3362,3.1739,92.5341,2.3306,91.1521,1.5564,89.0781,0.8433,86.5072,2.9159,92.7508,2.1106,91.0136,1.384,87.6236,0.7251,83.8327
2018-04-02,6813.01,7520.0,6500.0,7018.0,232320.070499,7.6311,87.1956,6.5765,85.5957,5.597,83.8364,4.6848,81.8928,5.7995,88.7099,4.7427,86.6897,3.7788,83.4879,2.8961,80.0734,3.5856,91.5228,2.6302,89.9372,1.755,87.5784,0.9501,84.6711,2.7143,93.4849,1.9779,92.0127,1.3048,89.667,0.6874,87.1216
2018-04-09,7011.04,8429.54,6611.0,8355.0,259877.022414,8.3697,84.5315,7.2026,82.0587,6.1216,79.453,5.1175,76.7034,5.9834,88.5891,4.9127,86.3505,3.9287,83.7769,3.0212,80.99,4.4232,89.3906,3.2356,87.3465,2.1533,84.3587,1.163,80.2093,3.2506,92.0062,2.3577,90.1332,1.5489,87.1923,0.8128,83.9782
2018-04-16,8355.07,9035.0,7825.4,8787.02,233025.38619,2.8481,92.0042,2.1871,89.9253,1.5818,87.7037,1.0253,85.324,7.4892,83.9023,5.6289,80.9715,4.4653,77.8197,3.4352,74.5752,4.6844,86.894,3.4347,84.2959,2.2908,81.474,1.2397,77.9447,4.0365,88.5779,2.9126,85.5658,1.9045,81.3767,0.9952,76.9362
2018-04-23,8785.7,9759.82,8651.62,9419.0,306668.07214,11.2223,80.4465,9.7394,77.7403,8.3491,74.9487,7.0432,72.0674,6.9453,86.225,5.5073,83.7012,4.7502,80.9225,4.1009,78.0272,9.5088,79.2649,7.4602,76.1317,5.5307,72.8728,3.7103,69.1897,7.4219,82.9194,5.6783,79.8205,4.0664,76.4923,2.5719,72.9084
2018-04-30,9417.04,10020.0,8800.49,9659.01,222274.38854,22.7615,64.8911,20.1612,61.4649,17.6705,58.0458,15.2828,54.634,14.2131,76.3382,12.0921,73.3709,10.6116,70.2674,9.2709,67.1326,9.9602,81.2901,8.527,78.741,7.1943,76.0431,5.9518,72.8189,12.2588,75.7288,9.8181,72.2531,7.5028,68.6587,5.3034,64.9395
2018-05-07,9661.02,9689.67,8153.0,8679.71,224151.298751,26.1768,59.5619,23.1422,55.6858,20.2465,51.8274,17.4803,48.0349,17.3744,70.887,14.7603,67.2826,12.8958,63.5555,11.2177,59.7492,10.8017,79.8866,9.2562,77.2055,7.8163,74.3831,6.4717,71.0498,7.9223,83.9029,6.5097,81.2181,5.2067,78.3314,4.0011,75.2194
2018-05-14,8679.71,8879.99,7911.9,8526.98,182713.826012,38.7282,40.8569,34.1363,35.8259,29.78,30.9588,25.6417,26.8061,19.8319,66.5531,16.8238,62.4404,14.6443,58.224,12.6929,53.9701,12.9583,75.7286,11.0627,72.4552,9.3095,68.9994,7.6831,65.0355,8.5195,83.0352,7.0265,80.3309,5.6395,77.4614,4.3475,74.411
2018-05-21,8526.97,8595.31,7231.11,7338.99,190894.600939,42.6335,37.7325,37.9173,33.258,33.3638,29.0428,28.9647,25.6558,24.0155,59.5214,20.3754,54.7384,17.6664,49.9316,15.2528,45.2058,13.1145,75.6893,11.2193,72.4917,9.4594,69.1362,7.8208,65.2979,9.1616,81.9141,7.566,79.0936,6.0799,76.1189,4.6924,72.9772
2018-05-28,7338.99,7786.69,7032.95,7714.26,211929.270766,37.654,46.6426,33.8592,42.5802,30.1148,38.4852,26.4198,34.7369,29.9062,50.4072,25.4658,45.0857,22.0275,39.9235,18.9687,35.0641,16.7798,68.5707,14.2629,64.3495,11.9544,59.8976,9.8294,55.0608,9.8281,80.6565,8.1173,77.6704,6.5235,74.53,5.0352,71.2229
2018-06-04,7714.26,7765.0,6622.81,6764.99,211352.737478,25.3739,63.2765,22.8786,60.0392,20.5007,56.6015,18.2323,52.9049,24.1003,61.4654,20.6952,57.6386,18.1421,53.718,15.8224,49.7027,18.1636,66.4179,15.4582,62.0529,12.971,57.4853,10.6765,52.6269,11.2292,77.8716,9.2613,74.4745,7.4331,70.9074,5.7303,67.157
